run_id,scenario,truth_label,truth_positive,predicted_label,predicted_positive,detected_level,detection_step,detection_delay,baseline_tokens,protected_tokens,baseline_tool_calls,protected_tool_calls,baseline_latency_ms,protected_latency_ms,baseline_cost_usd,protected_cost_usd,detector_overhead_ms,detector_cost_usd,baseline_success,protected_success
semantic-020,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,2973,1028,6,2,6811.771334009103,2490.490186885674,0.006975,0.0024465000000000003,3.1103750000000003,0.00018,0,1
exact-021,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,3094,1254,6,2,5138.96814544425,2260.5669046576136,0.0071115,0.002772,1.4689580000000002,0.00018,0,1
healthy_polling-021,healthy_async_polling,healthy,False,healthy,False,0,,,2423,2423,5,5,3883.8796206769753,3888.577205676975,0.005583,0.005583,4.697585,0.0,1,1
error-021,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,3023,1108,6,2,6211.519639488531,2484.0864079385387,0.006924,0.0025215,1.513999,0.00018,0,1
healthy_code-021,healthy_code_repair,healthy,False,healthy,False,0,,,3077,3077,6,6,5721.183506160623,5726.247257160623,0.0075,0.0075,5.063751,0.0,1,1
hallucination-021,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1688,1233,3,2,2789.2396994146693,1901.6036209856138,0.004224,0.0029879999999999998,1.220501,0.00018,0,1
near-021,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,2764,998,6,2,4864.165309194963,1500.91982202362,0.0070935,0.0022800000000000003,1.077083,0.00018,0,1
semantic-021,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,3320,1193,6,2,5731.834852580808,1446.8846536117126,0.007644,0.0027615,3.0244999999999997,0.00018,0,1
hallucination-022,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1583,1052,3,2,2549.411793504036,1520.1145682093338,0.0039135,0.0025905,1.244749,0.00018,0,1
healthy_code-022,healthy_code_repair,healthy,False,healthy,False,0,,,3032,3032,6,6,7087.084031691825,7092.209655691825,0.007293,0.007293,5.125624,0.0,1,1
semantic-022,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,2703,893,6,2,5831.349856226286,2272.144755459297,0.007002,0.0023880000000000004,3.006459,0.00018,0,1
exact-022,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2812,1094,6,2,6875.113282352548,2393.3110049296633,0.006540000000000001,0.0026715000000000003,1.4317920000000002,0.00018,0,1
near-022,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,3092,1178,6,2,5837.280690822392,2061.470096116359,0.007383000000000001,0.0027255,1.080041,0.00018,0,1
healthy_polling-022,healthy_async_polling,healthy,False,healthy,False,0,,,2562,2562,5,5,5621.699674776205,5626.337674776205,0.005967,0.005967,4.638,0.0,1,1
error-022,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,3014,1046,6,2,5930.57664183407,2523.24504391237,0.006924,0.0026265,1.49325,0.00018,0,1
hallucination-023,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1436,1026,3,2,2404.4335257055454,1666.4427508030733,0.0031980000000000003,0.00225,1.194,0.00018,0,1
exact-023,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2755,1031,6,2,5382.079730951918,1345.8264850304906,0.0062970000000000005,0.002181,1.405416,0.00018,0,1
error-023,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2740,1004,6,2,5256.461739465569,1445.0111289953336,0.0066885,0.0022755,1.5034589999999999,0.00018,0,1
healthy_polling-023,healthy_async_polling,healthy,False,healthy,False,0,,,2388,2388,5,5,5021.315819503428,5026.020193503428,0.0054315000000000006,0.0054315000000000006,4.704374,0.0,1,1
semantic-023,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,3030,1048,6,2,6766.766571021158,2493.0255539805926,0.0068625,0.0022425,2.979208,0.00018,0,1
healthy_code-023,healthy_code_repair,healthy,False,healthy,False,0,,,2609,2609,6,6,7557.6211412252105,7562.701473225211,0.0066135,0.0066135,5.080331999999999,0.0,1,1
near-023,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,2752,840,6,2,5715.6188389088875,1892.8828787967097,0.00672,0.0021735,1.094084,0.00018,0,1
error-024,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2710,1062,6,2,5231.460053966108,2127.7758359703435,0.0061395,0.002412,1.548374,0.00018,0,1
exact-024,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2803,1116,6,2,5897.631164878385,2048.2928142052847,0.0069225,0.0026054999999999997,1.4369999999999998,0.00018,0,1
healthy_code-024,healthy_code_repair,healthy,False,healthy,False,0,,,2469,2469,6,6,5888.136555501209,5893.196054501209,0.006052500000000001,0.006052500000000001,5.059499,0.0,1,1
semantic-024,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,3090,1050,6,2,5555.022555620544,2593.050565392942,0.00702,0.0023535,3.075625,0.00018,0,1
hallucination-024,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1493,1068,3,2,2423.820678932101,2004.6857270691264,0.0035580000000000004,0.0025335,1.2035840000000002,0.00018,0,1
near-024,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,3161,1175,6,2,5438.991423902746,2293.7515920890983,0.007032,0.002631,1.064876,0.00018,0,1
healthy_polling-024,healthy_async_polling,healthy,False,healthy,False,0,,,2193,2193,5,5,5584.250936171786,5588.974519171786,0.0051255,0.0051255,4.723583,0.0,1,1
healthy_code-025,healthy_code_repair,healthy,False,healthy,False,0,,,3012,3012,6,6,6342.196695228195,6347.219155228195,0.0067725,0.0067725,5.022460000000001,0.0,1,1
hallucination-025,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1423,1055,3,2,2959.915396019619,2519.798494661471,0.0034305,0.002343,1.227834,0.00018,0,1
semantic-025,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,2954,1007,6,2,5652.0453979677495,1753.4119078753713,0.0069465,0.0023790000000000005,3.029667,0.00018,0,1
error-025,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2843,1077,6,2,5826.153489753963,1674.8755168181413,0.0065910000000000005,0.002439,1.5401660000000001,0.00018,0,1
near-025,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,2671,935,6,2,6178.727279528854,1416.4686202654373,0.0064364999999999995,0.002082,1.084959,0.00018,0,1
healthy_polling-025,healthy_async_polling,healthy,False,healthy,False,0,,,2558,2558,5,5,3748.0219832509797,3752.74844125098,0.005862,0.005862,4.726458,0.0,1,1
exact-025,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,3028,1129,6,2,5739.3454372838905,1717.6610959670447,0.0069630000000000004,0.0024855,1.467916,0.00018,0,1
exact-026,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,3115,1191,6,2,5164.834468114602,1592.3577044469962,0.0072285,0.0028215,1.4401670000000002,0.00018,0,1
healthy_polling-026,healthy_async_polling,healthy,False,healthy,False,0,,,2250,2250,5,5,5956.358851766873,5961.088976766873,0.005445,0.005445,4.730125,0.0,1,1
near-026,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,3169,1185,6,2,5202.252269159926,2390.491941723312,0.0073095,0.0029519999999999998,1.089874,0.00018,0,1
healthy_code-026,healthy_code_repair,healthy,False,healthy,False,0,,,2924,2924,6,6,5186.281264488579,5191.340929488579,0.0070185,0.0070185,5.059665,0.0,1,1
hallucination-026,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1579,1144,3,2,3077.3664848500575,2119.6322002385245,0.0036645000000000002,0.0026835,1.210168,0.00018,0,1
error-026,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2762,1023,6,2,4899.834252684285,1672.133019549277,0.006753,0.0023625000000000005,1.5187080000000002,0.00018,0,1
semantic-026,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,2524,973,6,2,4965.094975032379,2137.1893212789455,0.0060045,0.002229,3.002209,0.00018,0,1
exact-027,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2709,1069,6,2,5018.338576974158,2462.7672688038465,0.006552,0.002616,1.446084,0.00018,0,1
semantic-027,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,2714,918,6,2,6251.755441040924,2651.35149245621,0.0065595,0.0024255,2.9973330000000002,0.00018,0,1
hallucination-027,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1441,946,3,2,2252.6711740213386,1863.208411935641,0.0031785,0.002148,1.22675,0.00018,0,1
near-027,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,2795,1045,6,2,5704.828817900794,1392.784979813278,0.006672,0.0024630000000000003,1.092791,0.00018,0,1
healthy_polling-027,healthy_async_polling,healthy,False,healthy,False,0,,,2305,2305,5,5,5005.591738284109,5010.347489284109,0.00537,0.00537,4.755751,0.0,1,1
healthy_code-027,healthy_code_repair,healthy,False,healthy,False,0,,,3194,3194,6,6,6246.414479040383,6251.435853040383,0.0076845,0.0076845,5.021374,0.0,1,1
error-027,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2740,891,6,2,7489.736206413608,2635.5451851025196,0.006306,0.002232,1.503666,0.00018,0,1
error-028,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2708,1014,6,2,6122.680547517855,2222.2261728060375,0.006726,0.0024389999999999998,1.497458,0.00018,0,1
exact-028,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2928,1035,6,2,5929.005666222637,2273.813565080058,0.007074,0.0024885,1.4144999999999999,0.00018,0,1
healthy_polling-028,healthy_async_polling,healthy,False,healthy,False,0,,,2561,2561,5,5,5405.392949729696,5410.040783729696,0.00579,0.00579,4.6478340000000005,0.0,1,1
semantic-028,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,3200,1120,6,2,5632.496128102907,1752.9879825294065,0.007455000000000001,0.002481,2.980584,0.00018,0,1
hallucination-028,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1380,1119,3,2,2154.7688158579,1636.7280193045508,0.003177,0.002484,1.229209,0.00018,0,1
near-028,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,3067,1068,6,2,5557.3970685470385,2306.865504518818,0.006945000000000001,0.0022005,1.070667,0.00018,0,1
healthy_code-028,healthy_code_repair,healthy,False,healthy,False,0,,,3025,3025,6,6,6036.41629268924,6041.404625689241,0.0068055,0.0068055,4.988333000000001,0.0,1,1
near-029,near_duplicate_loop,redundant_search_loop,True,redundant_search_loop,True,2,1.0,0.0,3058,943,6,2,5153.904954953133,1849.9205190788516,0.007471500000000001,0.002238,1.0570840000000001,0.00018,0,1
semantic-029,semantic_plan_loop,semantic_repeat,True,semantic_repeat,True,3,1.0,0.0,3055,1156,6,2,6427.762661159693,2172.2514734628353,0.0068415,0.002481,3.003459,0.00018,0,1
healthy_polling-029,healthy_async_polling,healthy,False,healthy,False,0,,,2249,2249,5,5,5831.75039063779,5836.48068263779,0.0059655,0.0059655,4.730292,0.0,1,1
error-029,repeated_error_loop,repeated_error_response,True,repeated_error_response,True,4,1.0,0.0,2941,1166,6,2,5405.080346281528,1861.781663472059,0.007399500000000001,0.0028110000000000006,1.5225,0.00018,0,1
healthy_code-029,healthy_code_repair,healthy,False,healthy,False,0,,,3138,3138,6,6,7326.558094045859,7331.585846045859,0.007272000000000001,0.007272000000000001,5.0277519999999996,0.0,1,1
exact-029,exact_loop,repeated_action,True,repeated_action,True,1,1.0,0.0,2827,1028,6,2,5243.539803031726,1626.6518330812462,0.006612,0.0024690000000000003,1.431291,0.00018,0,1
hallucination-029,hallucination,hallucination,True,hallucination,True,5,1.0,0.0,1424,938,3,2,2645.6983270014553,2186.5712444629494,0.003513,0.002532,1.220458,0.00018,0,1
